OBJECTID,NAME_2,ZONE_CODE,COUNT_nl,AREA_nl,MIN_nl,MAX_nl,RANGE_nl,MEAN_nl,STD_nl,SUM_nl,VARIETY_nl,MAJORITY_nl,MINORITY_nl,MEDIAN_nl,COUNT_P,AREA_p,MIN_pop,MAX_pop,RANGE_pop,MEAN_pop,STD_pop,SUM_pop
1434,Sabine,1434,5633,0.391180552,0,54,54,3.052369963,5.29933978,17194,46,0,33,0,66200,4137500000,0,208.4839783,208.4839783,0.533783742,3.613067221,35336.48374
1435,Sac,1435,2344,0.162777776,0,41,41,5.360068259,5.526699945,12564,36,0,36,5,23907,1494187500,0,98.47325134,98.47325134,0.402040268,3.475742801,9611.576687
1436,Sacramento,1436,3828,0.265833331,0,63,63,30.95245559,24.76347541,118486,61,63,42,17,41191,2574437500,0,2285.388184,2285.388184,36.72434054,84.93937811,1512712.311
1437,Sagadahoc,1437,1114,0.07736111,0,58,58,11.08527828,10.53160152,12349,55,6,22,7,10917,682312500,0,297.9155884,297.9155884,3.206268875,12.73969508,35002.83731
1438,Saginaw,1438,3372,0.234166665,0,63,63,20.17556346,16.70897418,68032,60,7,5,13,33830,2114375000,0,1330.645142,1330.645142,5.716576771,21.2466633,193391.7922
1439,Saguache,1439,12122,0.841805549,0,30,30,0.205411648,1.391886269,2490,24,0,17,0,131180,8198750000,0,151.6379395,151.6379395,0.045463179,1.251765232,5963.859783
1440,Saint Bernard,1440,1701,0.118124999,0,63,63,6.802469136,14.74337862,11571,57,0,24,0,19783,1236437500,0,195.1005096,195.1005096,1.309678802,9.657205126,25909.37573
1441,Saint Charles,1441,3704,0.25722222,5,63,58,26.68115551,20.87249451,98827,59,6,5,16,41618,2601125000,0,2694.760986,2694.760986,10.98215288,39.13673669,457055.2385
1442,Saint Clair,1442,10631,0.738263883,0,63,63,15.47540213,17.1584254,164519,61,0,4,10,114075,7129687500,0,983.0999146,983.0999146,4.704457266,18.65667082,536660.9626
1443,Saint Croix,1443,3150,0.218749998,6,61,55,17.5768254,12.40257152,55367,56,8,53,13,30468,1904250000,0,554.036499,554.036499,3.176399693,13.86508856,96778.54586
1444,Saint Francis,1444,2385,0.165624999,0,59,59,6.02557652,10.23778998,14371,54,0,36,5,26844,1677750000,0,1711.624268,1711.624268,1.022855684,15.71623587,27457.53799
1445,Saint Francois,1445,1715,0.119097221,0,61,61,12.10262391,14.34217289,20756,58,0,36,7,18845,1177812500,0,2814.090088,2814.090088,3.71516713,25.9156678,70012.32457
1446,Saint Helena,1446,1391,0.096597221,0,39,39,8.232207045,4.678906052,11451,34,6,29,7,17001,1062562500,0,113.0895996,113.0895996,0.665431851,4.063820956,11313.00689
1447,Saint James,1447,896,0.062222222,5,60,55,18.81361607,15.63142275,16857,55,6,34,11,10613,663312500,0,316.944458,316.944458,2.122836345,11.91959341,22529.66213
1448,Saint John the Baptist,1448,1220,0.084722222,0,62,62,16.48278689,17.58573002,20109,60,5,4,8,14512,907000000,0,514.6419678,514.6419678,3.221866702,19.90496984,46755.72958
1449,Saint Johns,1449,2285,0.158680554,0,63,63,21.65645514,19.07889089,49485,61,5,63,13,27214,1700875000,0,455.687439,455.687439,8.549066485,25.46492946,232654.2953
1450,Saint Joseph,1450,3937,0.273402776,0,63,63,20.63169926,17.97126063,81227,59,8,49,12,40651,2540687500,0,519.6188965,519.6188965,7.993298603,27.07970559,324935.5815
1451,Saint Landry,1451,3288,0.228333332,0,61,61,10.47019465,12.03405396,34426,59,0,42,7,38958,2434875000,0,256.0926209,256.0926209,2.044491102,10.10904818,79649.28433
1452,Saint Lawrence,1452,11654,0.809305549,0,60,60,5.033808135,8.082362407,58664,57,0,56,5,114488,7155500000,0,812.7895508,812.7895508,0.961629931,8.750699149,110095.0876
1453,Saint Louis,1453,32452,2.253611093,0,63,63,7.756317022,16.44760641,251708,61,0,4,0,304505,19031562500,0,2303.499268,2303.499268,4.853163947,26.71081452,1477812.688
1454,Saint Lucie,1454,1965,0.136458332,0,63,63,23.80050891,24.27817793,46768,61,0,49,10,23981,1498812500,0,1101.528198,1101.528198,13.67599792,36.45175297,327964.1061
1455,Saint Martin,1455,2856,0.198333332,0,62,62,9.760504202,12.61282673,27876,60,0,62,6,34009,2125562500,0,341.7257996,341.7257996,1.580696206,8.661050797,53757.89726
1456,Saint Mary,1456,2436,0.169166665,0,62,62,11.28325123,14.57172618,27486,60,0,31,6,28614,1788375000,0,317.0400391,317.0400391,1.913048488,13.16468734,54739.96944
1457,Saint Mary's,1457,1403,0.097430555,0,61,61,16.83321454,13.27742719,23617,58,8,41,12,15024,939000000,0,444.1314087,444.1314087,7.635481202,22.27953238,114715.4696
1458,Saint Tammany,1458,3908,0.271388887,0,62,62,16.43423746,17.65495876,64225,60,5,4,8,46284,2892750000,0,472.9947815,472.9947815,5.525796094,20.76116713,255755.9464
1459,Sainte Genevieve,1459,1955,0.135763888,0,57,57,6.172890026,7.883537289,12068,50,0,4,5,21215,1325937500,0,121.3203812,121.3203812,0.869237576,4.871782648,18440.87517
1460,Salem,1460,1490,0.103472221,0,63,63,21.3,14.91206664,31737,60,11,49,16,15147,946687500,0,388.3731384,388.3731384,5.965217175,20.37699811,90355.14455
1461,Saline,1461,12178,0.845694438,0,62,62,6.789538512,11.17339555,82683,60,0,51,5,131790,8236875000,0,476.8256531,476.8256531,1.800052237,11.58807225,237228.8844
1462,Salt Lake,1462,3192,0.221666665,6,63,57,38.83176692,22.16207289,123951,58,63,6,41,33410,2088125000,0,2006.184814,2006.184814,32.65601204,76.08656631,1091037.362
1463,Saluda,1463,1683,0.116874999,0,49,49,7.793226381,6.027765169,13116,43,6,4,7,19251,1203187500,0,309.2335815,309.2335815,1.048982159,5.743092654,20193.95554
1464,Sampson,1464,3536,0.245555554,0,62,62,9.424208145,7.420424146,33324,56,7,43,8,39864,2491500000,0,243.5587463,243.5587463,1.626625615,6.994277846,64843.80353
1465,San Augustine,1465,2077,0.14423611,0,39,39,1.346172364,4.033687112,2796,29,0,21,0,24488,1530500000,0,128.5964203,128.5964203,0.356119877,2.844862265,8720.663539
1466,San Benito,1466,5231,0.363263886,0,62,62,1.915503728,6.620017561,10020,56,0,34,0,57767,3610437500,0,579.0640869,579.0640869,0.96024362,13.12523,55470.39322
1467,San Bernardino,1467,73981,5.137569403,0,63,63,3.630296968,11.63182723,268573,61,0,49,0,835689,52230562500,0,1691.236816,1691.236816,2.635811312,24.0765796,2202718.52
1468,San Diego,1468,15344,1.065555547,0,63,63,16.02294056,22.75961038,245856,61,0,46,5,176652,11040750000,0,5210.892578,5210.892578,18.42185269,73.71569106,3254257.121
1469,San Francisco,1469,188,0.013055555,0,63,63,61.70212766,5.662173455,11600,12,63,0,63,2006,125375000,0,4798.855469,4798.855469,407.9194432,419.8972737,818286.403
1470,San Jacinto,1470,2200,0.152777777,0,51,51,6.695,6.385080088,14729,47,5,33,6,26030,1626875000,0,296.6956787,296.6956787,1.09552392,6.670800203,28516.48764
1471,San Joaquin,1471,5444,0.378055553,0,63,63,20.57292432,19.50284013,111999,61,5,45,11,59234,3702125000,0,1185.375,1185.375,12.64628114,52.41787758,749089.8171
1472,San Juan,1472,53177,3.692847193,0,63,63,1.194708239,5.137619396,63531,61,0,53,0,582015,36375937500,0,462.287323,462.287323,0.291352243,4.462184745,169571.3757
1473,San Luis Obispo,1473,12247,0.850486104,0,63,63,4.180044092,10.47299756,51193,61,0,54,0,137367,8585437500,0,2010.208984,2010.208984,2.029643548,18.961224,278806.0452
1474,San Mateo,1474,1712,0.118888888,0,63,63,25.39310748,24.71019454,43473,61,63,42,10,18586,1161625000,0,1671.339233,1671.339233,38.09658513,102.4276649,708063.1313
1475,San Miguel,1475,22511,1.563263876,0,62,62,0.397183599,3.135089329,8941,52,0,32,0,249727,15607937500,0,350.6798706,350.6798706,0.145152434,3.345382136,36248.48177
1476,San Patricio,1476,2423,0.168263888,0,63,63,11.35947173,15.14933097,27524,60,0,32,7,29409,1838062500,0,495.850647,495.850647,2.132659479,13.42922698,62719.38263
1477,San Saba,1477,4059,0.281874998,0,41,41,0.399605814,2.813398388,1622,29,0,19,0,47300,2956250000,0,230.0493164,230.0493164,0.127596392,2.384833197,6035.309355
1478,Sanborn,1478,2357,0.163680554,0,20,20,0.895630038,2.630096119,2111,16,0,14,0,23753,1484562500,0,71.80122375,71.80122375,0.09264826,1.175802977,2200.674121
1479,Sanders,1479,12415,0.862152771,0,20,20,0.318888441,1.679003038,3959,18,0,4,0,115197,7199812500,0,127.5100555,127.5100555,0.103388688,1.580947268,11910.06671
1480,Sandoval,1480,13766,0.955972215,0,63,63,2.378250763,8.17352064,32739,61,0,44,0,154330,9645625000,0,782.960144,782.960144,1.010505254,11.15249245,155951.2759
1481,Sandusky,1481,1648,0.114444444,0,60,60,17.5163835,12.38739469,28867,56,9,6,12,17102,1068875000,0,294.9139404,294.9139404,3.526525804,14.7643172,60310.64431
1482,Sangamon,1482,3446,0.239305554,0,63,63,16.3766686,17.43823429,56434,60,6,41,9,36293,2268312500,0,598.6691895,598.6691895,5.505346132,23.10979064,199805.5272
1483,Sanilac,1483,4001,0.27784722,0,51,51,7.666833292,5.357102534,30675,47,6,40,7,39961,2497562500,0,178.818512,178.818512,1.045187666,5.177710002,41766.74434
1484,Sanpete,1484,6266,0.435138885,0,57,57,2.404085541,6.258385443,15064,52,0,38,0,66680,4167500000,0,1656.208374,1656.208374,0.457043682,8.491582842,30475.67273
1485,Santa Barbara,1485,10081,0.700069439,0,63,63,5.419799623,12.53966787,54637,61,0,49,0,114305,7144062500,0,2361.367188,2361.367188,3.763793261,32.42999109,430220.3886
1486,Santa Clara,1486,4891,0.339652775,0,63,63,21.27581272,24.61844978,104060,61,0,32,7,53601,3350062500,0,1779.432739,1779.432739,33.86048088,100.8464244,1814955.636
1487,Santa Cruz,1487,6126,0.425416663,0,63,63,6.34835129,13.00626822,38890,61,0,51,0,70479,4404937500,0,1027.994629,1027.994629,4.521612453,28.82358525,318678.7241
1488,Santa Fe,1488,7076,0.491388885,0,63,63,4.956613906,11.26189893,35073,61,0,47,0,79293,4955812500,0,590.571106,590.571106,1.896340285,14.06812536,150366.5102
1489,Santa Rosa,1489,3633,0.252291665,0,62,62,10.10211946,15.81091055,36701,59,0,62,5,42695,2668437500,0,1736.074707,1736.074707,3.957989324,17.7117844,168986.3542
1490,Sarasota,1490,1985,0.137847221,0,63,63,30.4186398,23.90070887,60381,61,5,40,23,24103,1506437500,0,513.9742432,513.9742432,16.76262238,35.8660465,404029.4873
1491,Saratoga,1491,3457,0.240069443,0,61,61,18.11512872,16.90861088,62624,58,0,61,11,34697,2168562500,0,636.5098267,636.5098267,6.50457921,21.06898987,225689.3849
1492,Sargent,1492,3718,0.258194442,0,41,41,1.853146853,4.284773515,6890,34,0,28,0,35804,2237750000,0,64.05471802,64.05471802,0.099000859,1.384433147,3544.626759
1493,Sarpy,1493,977,0.067847222,8,63,55,34.81576254,20.42323013,34015,56,63,31,30,10288,643000000,0,563.2984619,563.2984619,17.1699,47.40077959,176643.9312
1494,Sauk,1494,3511,0.243819442,0,62,62,13.04870407,12.7571211,45814,59,6,46,8,35217,2201062500,0,395.1569519,395.1569519,1.846480418,10.79426877,65027.50089
1495,Saunders,1495,3028,0.210277776,0,53,53,6.658190225,6.153615505,20161,47,0,31,6,31391,1961937500,0,187.171936,187.171936,0.670655637,5.527468754,21052.55111
1496,Sawyer,1496,5808,0.40333333,0,56,56,2.630337466,5.622712797,15277,49,0,24,0,55869,3491812500,0,299.0304871,299.0304871,0.296331043,3.02164693,16555.71903
1497,Schenectady,1497,864,0.06,6,63,57,26.71990741,20.59722365,23086,58,9,33,15,8736,546000000,0,852.9116211,852.9116211,17.99236353,51.13801705,157181.2878
1498,Schleicher,1498,4678,0.324861109,0,25,25,0.2858059,1.781506676,1337,20,0,18,0,54874,3429625000,0,131.1664734,131.1664734,0.067881474,1.565564612,3724.928026
1499,Schley,1499,614,0.042638889,0,27,27,2.043973941,4.749389246,1255,21,0,12,0,7031,439437500,0,109.6954117,109.6954117,0.814738478,4.910063658,5728.426237
1500,Schoharie,1500,2560,0.177777776,0,48,48,6.3609375,6.454603909,16284,44,0,4,6,25922,1620125000,0,641.9659424,641.9659424,1.272414366,8.275295429,32983.5252
1501,Schoolcraft,1501,5335,0.370486108,0,50,50,1.179194002,4.098155814,6291,44,0,25,0,50857,3178562500,0,161.4134369,161.4134369,0.16120159,2.219142737,8198.229253
1502,Schuyler,1502,4338,0.301249998,0,47,47,3.772245274,5.278438494,16364,41,0,27,0,45061,2816312500,0,401.7869568,401.7869568,0.663505394,4.626746862,29898.21657
1503,Schuylkill,1503,3115,0.216319443,5,58,53,16.26548957,11.48266109,50667,54,9,5,11,32492,2030750000,0,696.1974487,696.1974487,4.488618292,21.16433181,145844.1856
1504,Scioto,1504,2399,0.166597221,0,59,59,9.088370154,12.07136735,21803,55,0,5,7,25673,1604562500,0,520.2514648,520.2514648,3.071029403,15.82017367,78842.53787
1505,Scotland,1505,2906,0.201805554,0,61,61,6.309704061,10.39858219,18336,56,0,43,0,31248,1953000000,0,329.1739502,329.1739502,1.296957782,7.897363832,40527.33676
1506,Scott,1506,20216,1.403888878,0,63,63,8.938810843,14.03155418,180707,61,0,52,5,220292,13768250000,0,730.4553833,730.4553833,2.430621081,14.84561901,535446.3791
1507,Scotts Bluff,1507,3065,0.212847221,0,63,63,6.606525285,11.78925146,20249,60,0,48,0,31118,1944875000,0,313.8452148,313.8452148,1.17745073,9.448093498,36639.91182
1508,Screven,1508,2355,0.163541665,0,46,46,2.674309979,4.771785253,6298,31,0,22,0,27266,1704125000,0,217.4065247,217.4065247,0.516461268,3.759388592,14081.83292
1509,Scurry,1509,3242,0.225138887,0,60,60,3.197409007,8.491779569,10366,56,0,4,0,37786,2361625000,0,434.1636963,434.1636963,0.450592737,6.058911596,17026.09716
1510,Searcy,1510,2510,0.174305554,0,35,35,0.866533865,3.126565829,2175,27,0,15,0,27775,1735937500,0,79.09023285,79.09023285,0.293097022,2.198535195,8140.769786
1511,Sebastian,1511,2006,0.139305554,0,63,63,13.37288136,18.41684018,26826,61,0,34,6,22590,1411875000,0,673.2041016,673.2041016,5.754979686,22.89159584,130004.9911
1512,Sedgwick,1512,6041,0.419513886,0,63,63,14.82552558,21.17068723,89561,61,0,4,6,64904,4056500000,0,1112.12561,1112.12561,8.014406568,30.58619358,520167.0439
1513,Seminole,1513,4486,0.311527775,0,63,63,14.5169416,21.42537887,65123,60,0,43,6,51783,3236437500,0,630.1781006,630.1781006,9.434660504,33.95527358,488555.0249
1514,Seneca,1514,3777,0.262291665,0,58,58,12.00741329,10.07419908,45352,55,8,36,9,39009,2438062500,0,328.5568542,328.5568542,2.32754874,11.84251737,90795.3488
1515,Sequatchie,1515,982,0.068194444,0,46,46,5.730142566,6.979420416,5627,38,0,22,5,11050,690625000,0,217.1875153,217.1875153,1.418051375,7.209121843,15669.46769
1516,Sequoyah,1516,2645,0.183680554,0,62,62,8.022306238,9.405136431,21219,57,0,41,6,29780,1861250000,0,220.6677551,220.6677551,1.471903834,7.993214451,43833.29617
1517,Sevier,1517,11749,0.815902771,0,63,63,4.105711124,9.94648506,48238,61,0,63,0,129040,8065000000,0,409.3109436,409.3109436,1.077458072,7.640874118,139035.1896
1518,Seward,1518,4754,0.330138886,0,62,62,4.810685738,8.505728441,22870,60,0,38,0,50640,3165000000,0,488.8836365,488.8836365,0.783801916,8.422476106,39691.729
1519,Shackelford,1519,3314,0.230138887,0,42,42,0.632468316,3.082762362,2096,30,0,21,0,38395,2399687500,0,101.4488754,101.4488754,0.088826258,1.619306817,3410.484172
1520,Shannon,1520,12445,0.864236104,0,49,49,0.869425472,3.31022032,10820,44,0,29,0,128204,8012750000,0,252.196991,252.196991,0.174402767,2.755366505,22359.13238
1521,Sharkey,1521,1561,0.108402777,0,36,36,1.30557335,4.120637698,2038,28,0,17,0,17993,1124562500,0,119.7320938,119.7320938,0.234172231,3.092352703,4213.460945
1522,Sharp,1522,2249,0.156180554,0,34,34,2.42240996,5.444604026,5448,29,0,27,0,24711,1544437500,0,195.883255,195.883255,0.688283061,3.805236406,17008.16273
1523,Shasta,1523,15401,1.06951388,0,63,63,2.40088306,8.444285096,36976,61,0,51,0,159975,9998437500,0,467.1942444,467.1942444,1.143062935,10.02609038,182861.4931
1524,Shawano,1524,3845,0.267013887,0,56,56,10.53420026,7.476582473,40504,52,6,45,8,37671,2354437500,0,322.6696167,322.6696167,1.111486362,6.767309976,41870.80273
1525,Shawnee,1525,2168,0.150555554,0,63,63,18.60239852,19.69344473,40330,61,0,50,10,22974,1435875000,0,465.1319275,465.1319275,7.83773201,27.06442698,180064.0552
1526,Sheboygan,1526,2152,0.149444443,6,62,56,23.05715613,15.09788338,49619,57,11,51,17,21325,1332812500,0,942.3331299,942.3331299,5.359966631,23.30453123,114301.2884
1527,Shelby,1527,20830,1.446527766,0,63,63,13.65928949,18.23904978,284523,61,0,47,7,227981,14248812500,0,2866.764648,2866.764648,5.978555588,26.60964151,1362997.082
1528,Shenandoah,1528,1986,0.137916666,0,52,52,7.66163142,8.354814699,15216,48,0,39,6,21263,1328937500,0,296.8081055,296.8081055,2.137897856,10.62156407,45458.12212
1529,Sherburne,1529,1946,0.135138888,5,62,57,22.90236382,14.60267629,44568,58,12,62,18,18640,1165000000,0,431.1355286,431.1355286,5.511375078,18.7879717,102732.0315
1530,Sheridan,1530,36706,2.549027757,0,62,62,0.842014929,4.049040241,30907,59,0,46,0,357474,22342125000,0,355.5131226,355.5131226,0.117190659,2.6706618,41892.61359
1531,Sherman,1531,13453,0.934236104,0,58,58,0.776852747,3.617870196,10451,52,0,29,0,140013,8750812500,0,149.7268372,149.7268372,0.100088163,1.942033383,14013.64391
1532,Shiawassee,1532,2225,0.154513888,0,58,58,12.9447191,9.240414419,28802,53,8,46,10,22456,1403500000,0,305.5563354,305.5563354,3.100099692,12.61169652,69615.83869
1533,Shoshone,1533,11735,0.814930549,0,44,44,0.718363869,3.493888908,8430,40,0,31,0,108993,6812062500,0,157.4244537,157.4244537,0.111320751,2.301251927,12133.18258
1534,Sibley,1534,2556,0.177499999,0,50,50,8.03286385,6.122230441,20532,42,6,32,7,24712,1544500000,0,153.9736481,153.9736481,0.607434512,4.599693439,15010.92166
1535,Sierra,1535,19096,1.326111101,0,58,58,0.347088395,2.480247672,6628,50,0,19,0,216058,13503625000,0,112.28508,112.28508,0.066174493,1.542919962,14297.52851
1536,Silver Bow,1536,3118,0.216527776,0,63,63,5.96985247,12.7645723,18614,61,0,4,0,29824,1864000000,0,400.4099121,400.4099121,1.128701333,10.45073204,33662.38856
1537,Simpson,1537,2985,0.207291665,0,60,60,8.567169179,9.854260998,25573,58,6,58,6,34356,2147250000,0,243.2156677,243.2156677,1.3040938,7.452512657,44803.4466
1538,Sioux,1538,16538,1.148472213,0,61,61,2.368182368,6.187330073,39165,59,0,54,0,164937,10308562500,0,495.0128174,495.0128174,0.241685478,3.887894131,39862.87764
1539,Siskiyou,1539,25543,1.77381943,0,56,56,0.521551893,2.788895588,13322,51,0,23,0,263264,16454000000,0,238.1699524,238.1699524,0.170008184,2.922725408,44757.03444
1540,Sitka,1540,16624,1.154444435,0,37,37,0.110803657,1.479200916,1842,29,0,18,0,119714,7482125000,0,262.4196777,262.4196777,0.073542117,2.764300569,8804.020951
1541,Skagit,1541,8044,0.558611107,0,57,57,3.923172551,9.017873576,31558,55,0,36,0,72719,4544937500,0,709.3039551,709.3039551,1.692661173,12.67687797,123088.6278
1542,Skagway-Yakutat-Angoon,1542,75553,5.246736069,0,14,14,0.013540164,0.35825822,1023,10,0,6,0,530546,33159125000,0,118.2401428,118.2401428,0.006207301,0.447061311,3293.258957
1543,Skamania,1543,7247,0.503263885,0,31,31,0.668690493,2.33243536,4846,25,0,21,0,69404,4337750000,0,159.2011566,159.2011566,0.163339292,2.334168036,11336.40021
1544,Slope,1544,5341,0.370902775,0,21,21,0.171690695,1.378245918,917,17,0,20,0,50772,3173250000,0,25.09008408,25.09008408,0.013946717,0.248480346,708.1027185
1545,Smith,1545,10396,0.721944439,0,63,63,7.816852636,12.48036275,81264,61,0,4,5,116515,7282187500,0,686.2197266,686.2197266,2.289673975,13.16710108,266781.3631
1546,Smyth,1546,1699,0.11798611,0,54,54,5.071218364,8.169567791,8616,46,0,39,0,18708,1169250000,0,251.071106,251.071106,1.678145511,8.953047085,31394.74621
1547,Snohomish,1547,9434,0.655138884,0,63,63,10.25641297,17.15383494,96759,61,0,4,0,87102,5443875000,0,1298.415283,1298.415283,8.782375866,36.82825994,764962.5027
1548,Snyder,1548,1331,0.092430555,0,51,51,9.617580766,8.9138269,12801,47,6,34,7,13926,870375000,0,571.5266724,571.5266724,2.934755792,12.70918295,40869.40915
1549,Socorro,1549,24208,1.681111098,0,62,62,0.311467284,2.419315455,7540,49,0,22,0,276745,17296562500,0,283.5878601,283.5878601,0.063962834,1.749553993,17701.39438
1550,Solano,1550,3232,0.224444443,0,63,63,18.87159653,19.44498867,60993,61,6,4,8,35028,2189250000,0,1492.908325,1492.908325,11.96583089,49.20140291,419139.1245
1551,Somerset,1551,24340,1.690277764,0,63,63,5.581717338,12.29100797,135859,61,0,63,0,240622,15038875000,0,3317.124268,3317.124268,2.025201704,16.43477779,487308.0844
1552,Somervell,1552,704,0.048888888,0,53,53,7.430397727,9.958478392,5231,44,0,26,5,8033,502062500,0,223.0864716,223.0864716,1.161922668,6.544111641,9333.724789
1553,Sonoma,1553,6151,0.427152774,0,63,63,9.897740205,15.56783384,60881,62,0,3,5,66007,4125437500,0,1054.456299,1054.456299,7.452823132,35.78764555,491938.4965
1554,Southampton,1554,2246,0.155972221,0,61,61,5.841941229,6.423912125,13121,44,0,33,5,24852,1553250000,0,393.1525269,393.1525269,0.782742658,5.605460017,19452.72055
1555,Southeast Fairbanks,1555,178075,12.36631935,0,60,60,0.114513548,1.593230872,20392,55,0,55,0,1080486,67530375000,0,192.8899384,192.8899384,0.006872177,0.442563026,7425.291079
1556,Spalding,1556,726,0.050416666,6,62,56,26.94490358,15.71245563,19562,57,15,41,22,8325,520312500,0,415.5669861,415.5669861,7.97091,21.6957494,66357.82575
1557,Spartanburg,1557,3010,0.209027776,0,63,63,28.19069767,19.43251838,84854,60,63,0,21,33910,2119375000,0,447.2302246,447.2302246,8.779408139,21.35327984,297709.73
1558,Spencer,1558,2279,0.158263888,0,60,60,9.057481351,7.663372592,20642,48,6,48,7,24799,1549937500,0,357.4302673,357.4302673,1.6707878,7.890104518,41433.86664
1559,Spink,1559,6483,0.45020833,0,53,53,1.497609132,4.153626912,9709,43,0,23,0,62971,3935687500,0,168.0758209,168.0758209,0.094805393,1.767649377,5969.990388
1560,Spokane,1560,7857,0.545624996,0,63,63,16.50515464,18.02921434,129681,61,0,4,9,73703,4606437500,0,737.8535767,737.8535767,6.716592087,28.52144012,495032.9866
1561,Spotsylvania,1561,1600,0.11111111,5,63,58,16.485625,16.12299734,26377,59,6,44,9,17348,1084250000,0,777.9720459,777.9720459,8.155816995,27.12379328,141487.1132
1562,Stafford,1562,4069,0.282569442,0,63,63,7.568935856,15.21981087,30798,61,0,4,0,44055,2753437500,0,743.0858154,743.0858154,3.516454799,20.3797258,154917.4162
1563,Stanislaus,1563,5758,0.399861108,0,63,63,13.31191386,18.02781323,76650,61,0,40,6,62810,3925625000,0,1183.699829,1183.699829,8.682028944,41.2866109,545318.238
1564,Stanley,1564,6369,0.442291663,0,60,60,0.567593029,3.701178265,3615,45,0,19,0,63070,3941875000,0,107.1500397,107.1500397,0.048044708,1.383754319,3030.179724
1565,Stanly,1565,1503,0.104374999,0,62,62,14.35329341,11.30380682,21573,58,8,47,10,16892,1055750000,0,483.4468994,483.4468994,3.645842772,12.20628376,61585.5761
1566,Stanton,1566,4345,0.301736109,0,54,54,1.197008055,4.003604852,5201,42,0,25,0,46204,2887750000,0,164.8119049,164.8119049,0.173961144,2.658334213,8037.700704
1567,Stark,1567,9367,0.650486106,0,63,63,12.67438881,17.69415889,118721,60,0,46,6,91456,5716000000,0,383.1047974,383.1047974,4.381537208,18.89847922,400717.8669
1568,Starke,1568,1271,0.088263888,0,50,50,10.0393391,6.136400855,12760,43,6,31,9,12955,809687500,0,130.0038757,130.0038757,1.774418489,7.019696777,22987.59153
1569,Starr,1569,4131,0.286874998,0,61,61,5.189300412,10.6500866,21437,59,0,39,0,50625,3164062500,0,697.5526123,697.5526123,1.270711314,11.67851909,64329.76026
1570,Staunton,1570,77,0.005347222,25,59,34,47.48051948,9.103460723,3656,29,59,25,48,825,51562500,0,424.8790894,424.8790894,28.23427697,44.41390112,23293.2785
1571,Stearns,1571,5975,0.414930552,0,63,63,14.94661088,12.48045145,89306,60,7,5,10,57651,3603187500,0,1975.508667,1975.508667,2.755135645,18.80866496,158836.3251
1572,Steele,1572,4977,0.345624997,0,63,63,5.568414708,10.47770919,27714,60,0,35,0,47518,2969875000,0,335.5462646,335.5462646,0.831663821,8.147779925,39519.00144
1573,Stephens,1573,7220,0.501388885,0,62,62,4.607756233,9.382847893,33268,60,0,49,0,82530,5158125000,0,246.8157654,246.8157654,0.984811975,6.778212987,81276.53228
1574,Stephenson,1574,2263,0.157152777,6,61,55,12.42288997,9.941061272,28113,56,8,61,9,23324,1457750000,0,346.7799683,346.7799683,1.992913323,12.33326697,46482.71034
1575,Sterling,1575,3263,0.22659722,0,25,25,0.800490346,2.928461538,2612,22,0,4,0,38324,2395250000,0,54.07698441,54.07698441,0.026742253,0.736826707,1024.870112
1576,Steuben,1576,7043,0.489097218,0,56,56,8.659520091,9.524291557,60989,53,0,56,7,71590,4474375000,0,311.979187,311.979187,1.847992525,10.28508153,132297.7849
1577,Stevens,1577,16735,1.162152768,0,58,58,2.594442785,5.628953722,43418,56,0,58,0,159254,9953375000,0,400.1558228,400.1558228,0.379222051,3.99911349,60392.62856
1578,Stewart,1578,3520,0.244444442,0,42,42,3.365340909,5.715414057,11846,36,0,37,0,40000,2500000000,0,1075.305542,1075.305542,0.504647408,7.142825842,20185.89632
1579,Stillwater,1579,7731,0.536874996,0,44,44,0.695899625,3.007042568,5380,37,0,29,0,74786,4674125000,0,135.3820038,135.3820038,0.127601665,2.157605748,9542.818129
1580,Stoddard,1580,3127,0.217152776,0,59,59,3.955228654,7.166433232,12368,53,0,29,0,34497,2156062500,0,166.8294983,166.8294983,0.866134947,5.859612451,29879.05725
1581,Stokes,1581,1706,0.118472221,0,60,60,9.723915592,8.266124753,16589,52,6,34,8,18900,1181250000,0,193.4361267,193.4361267,2.547113189,10.31596393,48140.43926
1582,Stone,1582,5747,0.399097219,0,59,59,4.990777797,7.933455088,28682,56,0,45,5,64889,4055562500,0,806.25,806.25,1.027553213,6.192627227,66676.90044
1583,Stonewall,1583,3276,0.227499998,0,24,24,0.277777778,1.949235333,910,21,0,10,0,37958,2372375000,0,62.71084595,62.71084595,0.036375204,0.847463803,1380.729998
1584,Storey,1584,1031,0.071597222,0,46,46,6.234723569,7.879499663,6428,41,0,20,5,10947,684187500,0,96.7910614,96.7910614,0.294975544,2.905318995,3229.097281
1585,Story,1585,2319,0.161041665,0,62,62,15.15653299,13.35856031,35148,59,6,41,10,23831,1489437500,0,1389.700073,1389.700073,3.940239639,29.01448133,93899.85084
1586,Strafford,1586,1577,0.109513888,0,61,61,20.55992391,16.01300572,32423,58,8,61,14,15737,983562500,0,1670.430908,1670.430908,8.019600374,32.04819287,126204.4511
1587,Stutsman,1587,10164,0.705833328,0,62,62,2.114817001,6.523057284,21495,60,0,58,0,95327,5957937500,0,503.6147766,503.6147766,0.215083834,4.202285956,20503.29667
